[emotion];[number];[valence];[arousal];[prob. anger];[prob. disgust];[prob. fear];[prob. joy];[prob. sadness];[prob. surprise];[prob. neutral]
fear;276;4.5;4.3;0;0;0.2;0.1;0.27;0.03;0.4
joy;275;5.8;3.9;0;0;0.03;0.47;0;0.1;0.4
joy;276;5.9;4.4;0;0;0;0.53;0.07;0.23;0.17
anger;277;4.3;4;0.1;0.066667;0.13;0;0.57;0;0.13
fear;277;4.5;4.8;0.03;0.233333;0.33;0;0.17;0;0.23
sadness;277;3.6;3.5;0.02;0.066667;0.09;0;0.82;0;0
fear;278;4.6;5.1;0;0;0.2;0.17;0.13;0.17;0.33
disgust;277;4.9;4.7;0.03;0.2;0.23;0;0.17;0.07;0.3
anger;278;6.2;6;0.03;0;0.3;0.13;0;0.33;0.2
joy;277;7.3;4.8;0;0;0;0.67;0.03;0.13;0.17
surprise;277;7.2;5;0;0;0.03;0.5;0.03;0.23;0.2
disgust;278;3.2;4.7;0.1;0.666667;0;0;0.07;0;0.17
anger;279;1.6;4.4;0.23;0.255556;0.17;0.06;0.1;0.03;0.16
sadness;278;2.2;4.6;0.04;0.044444;0.12;0;0.79;0;0
joy;278;5.5;5.2;0;0.066667;0;0.32;0;0.12;0.49
surprise;278;6;5.1;0;0.066667;0.17;0.12;0.1;0.26;0.29
disgust;279;5.1;5.9;0.09;0.155556;0;0.19;0;0.21;0.36
fear;279;3.2;4.2;0.03;0.05;0.75;0;0.15;0;0.02
sadness;279;2;4.1;0.03;0.022222;0;0;0.92;0;0.02
surprise;279;6.9;3.2;0;0.088889;0.07;0.51;0;0.11;0.22
joy;279;7.9;5.1;0;0;0;0.76;0;0.19;0.06
joy;280;8.6;7.4;0;0;0;0.79;0;0.12;0.09
anger;280;4.9;5.4;0;0;0.29;0.07;0.12;0.22;0.3
anger;281;8.1;6.2;0;0;0.03;0.49;0;0.12;0.36
disgust;280;2.5;5.2;0;0.377778;0.39;0;0.09;0.08;0.07
fear;280;3.8;4.1;0.04;0.05;0.07;0;0.77;0;0.07
fear;281;6.3;5.9;0;0;0.03;0.23;0.03;0.4;0.3
sadness;280;6.1;5.1;0;0.033333;0.03;0.37;0.17;0.03;0.37
surprise;280;7.4;5.4;0;0;0;0.43;0;0.13;0.43
disgust;281;2.1;4.6;0.13;0.6;0;0.07;0.13;0;0.07
sadness;281;5.5;2.6;0.07;0.033333;0;0.23;0.37;0.17;0.13
fear;282;2.7;7.1;0.07;0;0.43;0.07;0.17;0.27;0
disgust;282;2;6.3;0.1;0.488889;0.09;0.07;0.16;0.03;0.07
sadness;282;2.1;4.4;0;0.1;0.13;0;0.63;0;0.13
joy;281;6.6;3.7;0;0.066667;0;0.57;0;0.07;0.3
anger;282;6.4;4.1;0;0;0.17;0.17;0;0.4;0.27
surprise;281;7;5.7;0;0.066667;0.07;0.53;0.07;0.23;0.03
joy;282;8.2;5.4;0;0;0;0.8;0;0.17;0.03
surprise;282;6.4;3.8;0;0.066667;0;0.43;0.13;0.07;0.3
joy;283;6.8;6.2;0;0;0;0.63;0;0.23;0.13
fear;283;4.2;4.9;0;0.2;0.32;0.07;0.19;0.12;0.1
sadness;283;4.2;4.3;0;0;0.03;0.07;0.73;0.03;0.13
surprise;283;6.2;6.5;0;0;0.03;0.32;0.07;0.32;0.26
disgust;283;1.3;4.1;0.06;0.433333;0.29;0;0.19;0.03;0
anger;283;3.4;5.1;0.08;0.166667;0.21;0.07;0.28;0;0.2
disgust;284;1.7;3.3;0.03;0.283333;0.05;0;0.55;0.02;0.07
fear;284;5;6.1;0.1;0;0.4;0.03;0.07;0.27;0.13
anger;284;6.5;6.5;0.09;0;0.13;0.47;0;0.22;0.09
joy;284;7.3;3.2;0;0;0;0.77;0;0.07;0.17
disgust;285;4.5;5.4;0.03;0.455556;0.07;0.16;0.07;0.13;0.09
sadness;284;2.6;5.8;0;0;0.13;0;0.87;0;0
anger;285;6.3;5.1;0.03;0;0.03;0.46;0.07;0.29;0.12
surprise;284;5;6.1;0;0.133333;0.23;0.16;0.07;0.32;0.09
fear;285;5.1;5.2;0.07;0.1;0.4;0;0;0.13;0.3
surprise;285;4.1;4.5;0.03;0.1;0.3;0.07;0.36;0.02;0.12
joy;285;8.1;2.7;0;0;0;0.9;0;0.03;0.07
sadness;285;4;4.9;0;0.066667;0.16;0.17;0.36;0.03;0.22
disgust;286;3.1;5.3;0.02;0.366667;0.02;0.07;0.39;0.07;0.07
fear;286;2;4.9;0.03;0.1;0.63;0.07;0;0.07;0.1
sadness;286;3;3.8;0.03;0;0.17;0;0.8;0;0
surprise;286;6.5;2.9;0;0;0.07;0.5;0.07;0.2;0.17
fear;287;4.6;5;0;0.033333;0.23;0.17;0.03;0.17;0.37
joy;286;5.4;4.7;0;0;0.17;0.43;0;0.23;0.17
anger;286;7.2;5.2;0.07;0;0.03;0.37;0.2;0.1;0.23
anger;287;2.2;4.4;0.02;0.033333;0.06;0;0.79;0;0.1
disgust;287;2.1;5.5;0;0.455556;0.26;0.02;0.17;0.1;0
disgust;288;1.8;5.9;0.07;0.25;0.55;0;0.1;0.02;0.02
surprise;287;6.1;5.3;0;0;0.13;0.47;0;0.2;0.2
sadness;287;3.6;5.1;0;0;0.03;0;0.77;0;0.2
surprise;288;5;5.7;0;0.066667;0.43;0.13;0.13;0.07;0.17
anger;288;5.5;5.8;0.2;0;0.2;0.17;0.03;0.1;0.3
joy;287;7.4;5.3;0;0;0;0.77;0;0.17;0.07
fear;288;5.5;5;0.09;0.022222;0.09;0.07;0.27;0;0.47
joy;288;8.5;3.9;0;0;0;0.77;0;0.23;0
sadness;288;5.1;5;0;0.033333;0;0.13;0.3;0;0.53
disgust;289;5.1;5;0.07;0.266667;0.13;0.1;0;0.1;0.33
surprise;289;6.1;5.5;0;0;0;0.23;0.03;0.27;0.47
disgust;290;3.7;4.4;0;0.4;0;0.07;0.4;0.07;0.07
fear;289;4.2;5.2;0.1;0.166667;0.2;0.03;0.07;0.17;0.27
anger;289;4.7;5.7;0.37;0.033333;0.13;0.07;0;0.07;0.33
anger;290;4.6;4.9;0;0.166667;0.13;0;0.1;0.07;0.53
fear;290;3.9;5;0.23;0.1;0.37;0;0.03;0.2;0.07
sadness;289;3.6;4.9;0;0;0.03;0;0.83;0.07;0.07
joy;289;8;5.5;0;0;0;0.83;0;0.17;0
sadness;290;4.8;5.5;0.07;0;0.13;0.1;0.5;0.03;0.17
sadness;291;4.8;4.9;0.03;0.066667;0.1;0.03;0.4;0;0.37
anger;291;4.4;5.9;0.07;0.2;0;0.07;0;0.2;0.47
fear;291;2.9;4.8;0.1;0.111111;0.49;0;0.06;0.19;0.06
joy;290;7.3;6.9;0;0;0;0.63;0.07;0.17;0.13
surprise;290;5;4.9;0;0.066667;0.17;0.2;0;0.27;0.3
disgust;291;4;5.3;0.03;0.3;0.07;0.27;0;0.07;0.27
surprise;291;6;5.3;0;0;0.13;0.37;0.13;0.23;0.13
joy;291;7.4;7.4;0;0.066667;0.07;0.6;0;0.27;0
joy;292;7.2;5.5;0;0;0;0.53;0;0.17;0.3
anger;292;5.2;5.1;0;0.033333;0.07;0.27;0;0.27;0.37
sadness;292;3.3;4.6;0;0.088889;0.02;0;0.76;0.07;0.07
fear;292;6.1;5.5;0;0.022222;0.19;0.23;0.02;0.33;0.2
surprise;292;6.8;5.9;0;0;0.07;0.37;0.03;0.3;0.23
fear;293;5.8;6.2;0.07;0.033333;0.26;0.02;0.06;0.27;0.3
disgust;292;1.8;4;0.2;0.655556;0.02;0;0.02;0;0.1
disgust;293;2.6;4.1;0;0.722222;0.02;0;0.02;0.07;0.17
anger;293;6.9;6.5;0;0;0.22;0.32;0.02;0.3;0.15
surprise;293;6.7;1.9;0;0.066667;0.03;0.43;0.13;0.07;0.27
sadness;293;3.5;5.5;0.25;0.013333;0.15;0;0.38;0.15;0.07
anger;294;6.8;2.2;0.07;0.166667;0.07;0.27;0.07;0;0.37
surprise;294;5.8;3.8;0;0.033333;0.13;0.3;0;0.27;0.27
joy;293;5.4;4;0.07;0;0;0.23;0.03;0.07;0.6
sadness;294;2.7;4.7;0.03;0.188889;0.16;0;0.49;0.13;0
joy;294;5.9;6.4;0.13;0;0.07;0.46;0;0.19;0.16
disgust;294;3.1;4.8;0.13;0.4;0.17;0;0.17;0.07;0.07
fear;294;4.4;6.3;0.13;0.066667;0.43;0.03;0;0.27;0.07
fear;295;7;4.8;0;0;0;0.5;0.07;0.17;0.27
anger;295;2.9;5.8;0;0;0.37;0.07;0.23;0.07;0.27
sadness;295;5.6;6.1;0;0.1;0.07;0.3;0.37;0.1;0.07
disgust;295;1.8;5.3;0;0.366667;0.2;0;0.3;0;0.13
surprise;295;8.1;4.6;0;0;0;0.83;0;0.17;0
fear;296;1.1;7.1;0.12;0.283333;0.38;0;0.15;0;0.07
joy;295;8.6;5.3;0;0;0;0.79;0;0.06;0.16
anger;296;4.8;5.1;0;0.022222;0.16;0.07;0.02;0;0.73
disgust;296;2;5.8;0;0.388889;0.39;0;0.16;0;0.07
surprise;296;5.9;4.2;0.03;0.022222;0.23;0.12;0.1;0.36;0.13
surprise;297;7.3;3.9;0;0;0;0.6;0.03;0.2;0.17
fear;297;3.1;6.3;0.08;0.05;0.38;0.07;0.25;0.1;0.07
sadness;296;4.8;6.2;0.02;0.016667;0.02;0.13;0.45;0.17;0.2
joy;296;7.7;5.2;0;0;0;0.57;0.03;0.27;0.13
anger;297;4.6;6.4;0.02;0;0.47;0.09;0.2;0.16;0.07
sadness;297;3.9;4.2;0.06;0.022222;0.1;0.03;0.66;0.07;0.07
disgust;297;4;5.6;0.03;0.388889;0.13;0.09;0.03;0.09;0.23
joy;297;7.1;5.1;0;0.022222;0;0.52;0;0.26;0.2
disgust;298;4.2;3.7;0.07;0.233333;0.2;0;0.03;0.13;0.33
fear;298;2.6;5.1;0.12;0.066667;0.39;0;0.26;0;0.17
disgust;299;3.8;3.2;0.02;0.15;0.11;0.03;0.34;0.19;0.17
anger;298;5.4;4.9;0.03;0.133333;0.12;0.2;0.06;0.19;0.27
joy;298;7.6;3.7;0;0.066667;0;0.67;0;0.13;0.13
anger;299;5.8;4.7;0;0;0.19;0.27;0.1;0.22;0.22
sadness;298;1.3;3.3;0;0.122222;0.21;0;0.51;0.09;0.07
fear;299;5.4;5.5;0;0;0.27;0.07;0;0.37;0.3
surprise;298;6.6;6.2;0;0;0.24;0.31;0;0.34;0.1
joy;299;7.9;5.9;0;0;0.07;0.63;0;0.13;0.17
joy;300;7.7;6.4;0;0;0;0.8;0;0.07;0.13
sadness;299;3.6;4.7;0.09;0;0.12;0.07;0.56;0.07;0.1
surprise;299;7.7;6.7;0;0;0;0.47;0;0.53;0
anger;300;5.1;5.7;0.03;0.066667;0.07;0.23;0.13;0.3;0.17
disgust;300;4.3;5.2;0.1;0.233333;0;0.22;0.07;0.09;0.29
surprise;300;8.4;6.8;0;0;0;0.7;0;0.17;0.13
sadness;300;5.4;5.8;0.07;0;0.22;0.19;0;0.52;0
fear;300;5.6;5.6;0;0;0.5;0.07;0;0.23;0.2
anger;301;6.2;4;0.1;0;0.07;0.27;0.13;0.03;0.4
disgust;301;4;5.5;0.11;0.411111;0.09;0.07;0.27;0.02;0.03
fear;301;3;4.8;0.02;0.022222;0.27;0;0.66;0.03;0
fear;302;4.2;5.4;0.07;0.083333;0.45;0.08;0.03;0.12;0.17
sadness;301;3.8;4;0.2;0.022222;0.03;0;0.52;0;0.22
disgust;302;4;4.9;0.09;0.455556;0.19;0;0.07;0.07;0.13
joy;301;6.4;4.9;0;0;0;0.27;0.07;0.2;0.47
surprise;301;6.6;6.1;0.02;0.022222;0;0.3;0;0.46;0.2
anger;302;3;6.8;0.21;0.172222;0.39;0;0.09;0;0.13
joy;302;7.1;5;0.02;0.083333;0.08;0.37;0;0.26;0.19
anger;303;1.7;5.8;0.39;0.266667;0.26;0;0.07;0.02;0
disgust;303;4.5;5;0;0.333333;0.03;0.23;0.13;0;0.27
surprise;302;5.6;4.7;0;0.133333;0;0.23;0.07;0.2;0.37
fear;303;5.2;5.4;0;0;0.27;0.03;0.07;0.17;0.47
sadness;302;4.6;4.7;0;0;0.06;0;0.72;0;0.22
surprise;303;7.1;5.5;0;0;0.07;0.33;0.07;0.43;0.1
sadness;303;2.7;3.9;0.02;0.022222;0.16;0;0.77;0;0.03
joy;303;6.3;5.3;0.07;0.066667;0;0.53;0;0.17;0.17
fear;304;5.1;5.1;0;0.155556;0.33;0.02;0.2;0.09;0.2
surprise;304;5.9;5.3;0.07;0;0.2;0.3;0;0.43;0
disgust;304;5.9;6;0;0.2;0;0.2;0;0.23;0.37
sadness;304;4.4;4.2;0.02;0.133333;0.09;0;0.36;0.1;0.3
anger;304;4.1;4.4;0.09;0.355556;0.07;0.09;0.27;0.11;0.02
anger;305;4.5;5.2;0;0.2;0.46;0.12;0;0.16;0.07
disgust;305;3.2;4;0.19;0.488889;0.07;0.03;0.03;0.02;0.17
fear;305;3.8;4.5;0;0.333333;0.27;0;0.1;0.03;0.27
joy;304;7.6;6.7;0;0;0;0.43;0;0.47;0.1
surprise;305;7.6;4.2;0;0;0.07;0.67;0.03;0.2;0.03
sadness;305;2.3;5.4;0;0;0.17;0;0.83;0;0
anger;306;2.4;5.6;0.16;0.033333;0.62;0;0.19;0;0
joy;305;7.2;4.6;0;0;0;0.67;0.13;0.1;0.1
sadness;306;5.3;5.2;0;0.066667;0.07;0.27;0.07;0.13;0.4
disgust;306;3.4;5.2;0.07;0.4;0;0.1;0.13;0.07;0.23
fear;306;2.7;5.4;0;0.155556;0.34;0;0.48;0;0.02
surprise;306;4.4;5.4;0;0.066667;0.6;0.17;0;0.13;0.03
joy;306;8.1;7.9;0;0;0;0.7;0.07;0.23;0
fear;307;4.6;4.9;0.02;0;0.16;0.1;0.2;0.09;0.43
sadness;307;2.5;4.5;0;0.055556;0.03;0;0.89;0.02;0
joy;307;7.5;5.9;0;0;0;0.67;0;0.27;0.07
surprise;307;6;6.2;0;0.066667;0.07;0.39;0.07;0.26;0.16
disgust;307;3.6;4.4;0.02;0.083333;0.15;0;0.07;0.08;0.6
anger;307;3.7;6;0.18;0.155556;0.13;0.02;0.02;0.02;0.47
fear;308;3.5;4.1;0.02;0.066667;0.42;0;0.16;0.11;0.22
anger;308;4.7;5.7;0;0;0.27;0.07;0.12;0.09;0.46
disgust;308;3;5.1;0.03;0.244444;0.39;0.07;0.02;0.04;0.2
sadness;308;3.1;3.8;0.06;0.2;0.19;0;0.19;0.07;0.3
anger;309;5.4;5.6;0.2;0.066667;0.13;0.13;0.03;0.03;0.4
disgust;309;4.6;5.2;0;0.233333;0;0;0.13;0.1;0.53
surprise;308;7.3;5.1;0;0.066667;0;0.37;0;0.37;0.2
sadness;309;1.7;4.4;0.03;0.222222;0.42;0;0.32;0;0
fear;309;3.2;4.1;0;0.1;0.53;0;0.13;0.07;0.17
joy;308;8.1;7.9;0;0;0;0.47;0;0.37;0.17
surprise;309;7;4.9;0.03;0;0.13;0.2;0;0.2;0.43
joy;309;8.5;7.4;0;0;0;0.43;0;0.43;0.13
fear;310;3.8;4.6;0;0;0.6;0;0;0.07;0.33
surprise;310;6.5;4.7;0;0.033333;0.07;0.63;0;0.07;0.2
disgust;310;2.9;3.2;0;0.233333;0.1;0;0.33;0.07;0.27
anger;310;4.3;5.1;0.17;0;0.4;0.13;0;0.17;0.13
anger;311;4.2;5.7;0.03;0.066667;0.53;0;0;0.13;0.23
joy;310;6.3;5.9;0;0;0;0.43;0;0.27;0.3
disgust;311;3.8;4.8;0.03;0.5;0.27;0.07;0;0.07;0.07
sadness;310;3.5;4.1;0;0.033333;0.13;0.03;0.7;0;0.1
fear;311;4.7;4;0.03;0;0.1;0.23;0.23;0;0.4
disgust;312;2.3;6;0;0.422222;0.46;0;0.1;0.02;0
surprise;311;7.8;5.6;0;0;0;0.52;0;0.22;0.26
surprise;312;5.6;6.6;0;0;0.1;0.27;0;0.33;0.3
fear;312;2.1;5.8;0.02;0.016667;0.88;0;0.08;0;0
sadness;311;2.7;3.2;0;0.155556;0.06;0.07;0.62;0.03;0.07
anger;312;2.4;6;0.32;0.033333;0.49;0.07;0.02;0;0.07
joy;311;7.7;7.3;0;0;0.07;0.7;0;0.23;0
sadness;312;4.3;3.2;0.07;0.133333;0;0;0.43;0.07;0.3
joy;312;7;5.7;0;0;0;0.87;0.07;0;0.07
fear;313;5.6;5;0;0;0.06;0.27;0.1;0.16;0.42
joy;313;7.4;3.9;0;0;0;0.59;0;0.16;0.26
anger;313;5.2;5.3;0.08;0.016667;0.21;0.37;0.11;0.12;0.1
surprise;313;6.9;4.5;0;0;0.07;0.79;0;0.02;0.12
anger;314;5.9;5.3;0;0;0.02;0.37;0.07;0.12;0.42
sadness;313;4.1;4.8;0;0;0.13;0;0.63;0;0.23
disgust;313;2.2;5.3;0.1;0.733333;0;0;0.07;0.07;0.03
disgust;314;4.1;5.1;0;0.6;0;0;0;0.1;0.3
fear;314;3;6;0;0.1;0.67;0;0.03;0.07;0.13
disgust;315;2.1;6.1;0.07;0.266667;0.47;0.03;0.07;0.1;0
fear;315;6;4.1;0;0.066667;0.2;0.17;0.2;0.03;0.33
joy;314;7.5;4.6;0;0;0;0.37;0.03;0.3;0.3
anger;315;2.3;5.4;0;0;0.57;0.09;0.26;0;0.09
sadness;314;3.8;4.2;0.03;0;0.03;0.07;0.8;0;0.07
sadness;315;2.4;4.1;0.06;0.088889;0.03;0.03;0.66;0;0.13
surprise;314;4.9;5;0.07;0.066667;0.27;0.11;0.03;0.34;0.11
surprise;315;5.8;5;0;0;0.17;0.13;0.07;0.4;0.23
joy;315;7.1;4;0;0;0;0.36;0.12;0.2;0.32
anger;316;2.7;4.7;0.14;0.183333;0.31;0;0.24;0;0.13
sadness;316;5.5;4.8;0;0.033333;0.1;0.13;0.43;0.07;0.23
fear;316;5.3;5.2;0.27;0.066667;0.4;0.13;0;0;0.13
fear;317;4.6;4.6;0.03;0.266667;0.03;0.03;0.2;0.03;0.4
surprise;316;6.5;6.4;0.07;0.066667;0;0.4;0;0.23;0.23
disgust;316;2.9;3.8;0.07;0.6;0.2;0;0;0;0.13
joy;316;7;4.9;0.03;0;0.03;0.63;0;0.07;0.23
anger;317;4.6;5.4;0.07;0;0.42;0.06;0.03;0.2;0.22
disgust;317;4.4;5.1;0.07;0.366667;0.1;0.07;0;0;0.4
sadness;317;4.3;4.2;0.02;0.022222;0.1;0.07;0.52;0;0.27
sadness;318;7.4;6.1;0;0;0;0.4;0;0.27;0.33
fear;318;4.1;4.4;0.03;0.022222;0.5;0.16;0;0.09;0.2
anger;318;5.7;5.1;0;0;0.29;0.39;0.07;0.19;0.07
joy;317;8.1;7.1;0;0;0.03;0.67;0;0.23;0.07
surprise;317;7.5;6.6;0;0;0;0.43;0;0.5;0.07
joy;318;6.4;7;0;0;0.16;0.62;0;0.19;0.03
surprise;318;6.2;5.9;0;0.066667;0.07;0.47;0;0.23;0.17
disgust;318;4.3;5.7;0.02;0.305556;0.34;0.12;0;0.12;0.1
anger;319;6.2;3.7;0;0.066667;0.07;0.47;0.17;0.07;0.17
joy;319;7.6;5.4;0;0.066667;0.03;0.63;0;0.13;0.13
fear;319;4;4.6;0;0.066667;0.17;0.23;0.2;0;0.33
sadness;319;2.5;3.7;0.06;0;0.09;0;0.86;0;0
disgust;319;2.3;3.4;0.03;0.666667;0.17;0.03;0.03;0;0.07
surprise;319;6.4;3.2;0;0;0.07;0.7;0;0.13;0.1
disgust;320;3.6;4.6;0.03;0.233333;0.03;0;0.27;0.1;0.33
anger;320;6.2;5;0;0.033333;0.16;0.32;0.13;0.19;0.17
fear;320;3.4;4.2;0.03;0.466667;0.13;0;0.2;0;0.17
disgust;321;2;4.9;0.07;0.355556;0.16;0;0.26;0.03;0.13
fear;321;3.5;7.3;0.03;0;0.7;0.03;0;0.23;0
joy;320;6.1;4.7;0;0;0.27;0.33;0.1;0.23;0.07
sadness;320;4;4.2;0;0.022222;0.02;0;0.69;0;0.27
surprise;320;5.8;4.5;0;0.166667;0.07;0.03;0.3;0.23;0.2
joy;321;6.3;6.3;0;0;0;0.77;0;0.17;0.07
sadness;321;3.1;5.4;0;0;0.07;0;0.93;0;0
surprise;321;5.4;6.5;0.07;0.066667;0.07;0.47;0;0.17;0.17
anger;321;5.6;4.9;0;0;0.23;0.3;0.1;0.3;0.07
fear;322;1.2;5.7;0.1;0.155556;0.69;0;0.06;0;0
surprise;322;7.9;3.9;0;0;0;0.27;0.07;0.23;0.43
anger;322;8.1;4.9;0;0;0;0.57;0;0.17;0.27
disgust;322;4.2;3.9;0;0.166667;0.07;0.13;0.27;0.13;0.23
joy;322;7.8;3.2;0;0;0;0.67;0;0.2;0.13
sadness;322;2.7;4.9;0;0;0.1;0.07;0.73;0.07;0.03
anger;323;4.9;5;0;0.066667;0.5;0.13;0.07;0.17;0.07
fear;323;5.9;4.8;0;0;0.33;0.1;0.1;0;0.47
disgust;323;3.9;5.5;0.13;0.333333;0.07;0.07;0.17;0.17;0.07
sadness;323;2.9;5.2;0;0.033333;0.2;0;0.77;0;0
disgust;324;4.7;4.8;0.07;0.133333;0.07;0;0;0.13;0.6
fear;324;5.7;5;0.07;0.033333;0.13;0.23;0.03;0.2;0.3
joy;323;7.1;5;0;0.066667;0;0.47;0;0.2;0.27
surprise;323;6.4;6.5;0;0;0;0.67;0;0.13;0.2
sadness;324;5.3;5.2;0;0.066667;0;0.6;0.07;0;0.27
joy;324;6.6;5;0;0;0;0.53;0;0.07;0.4
surprise;324;7;5;0;0;0;0.67;0;0;0.33
anger;324;4.5;5.8;0.3;0.066667;0;0.2;0.17;0;0.27
anger;325;3.4;4.4;0.07;0.088889;0.39;0.02;0.18;0;0.26
disgust;325;2.1;5.5;0.07;0.305556;0.41;0;0.08;0.07;0.07
disgust;326;1.5;5.8;0.12;0.511111;0.29;0;0.04;0.03;0
surprise;325;7.6;3.5;0;0;0.07;0.66;0;0.16;0.12
fear;325;4.3;6.3;0.1;0.033333;0.63;0.07;0;0.13;0.03
fear;326;4.5;5.9;0.07;0.066667;0.37;0.17;0.03;0.07;0.23
sadness;325;2.8;4.1;0.03;0.2;0.17;0;0.47;0;0.13
joy;325;7.7;5.3;0;0;0.07;0.67;0;0.23;0.03
anger;326;3.8;5.2;0.11;0.222222;0.28;0.1;0.02;0.07;0.2
sadness;326;3.5;4.1;0.03;0.033333;0.1;0.07;0.53;0;0.23
fear;327;3.2;4.1;0;0.166667;0.3;0.03;0.33;0.03;0.13
sadness;327;4;4.2;0;0.066667;0.13;0;0.67;0;0.13
joy;326;6.9;6.1;0;0;0;0.62;0;0.19;0.19
surprise;326;6.1;5.5;0;0.066667;0.03;0.26;0;0.32;0.32
joy;327;6.6;5.7;0;0;0;0.62;0;0.16;0.22
surprise;327;3;4.2;0.03;0.333333;0.3;0;0.07;0;0.27
disgust;327;3.4;4.2;0.1;0.3;0.27;0.03;0.07;0.03;0.2
anger;327;4.1;4.5;0;0.133333;0.23;0.07;0.13;0.03;0.4
disgust;328;4.3;4.9;0.13;0.233333;0.2;0.2;0.07;0;0.17
sadness;328;6.3;4.8;0;0;0.07;0.27;0.13;0.13;0.4
fear;328;6.1;5.4;0;0.066667;0.1;0.27;0;0.27;0.3
fear;329;1.9;5.7;0.02;0.055556;0.66;0;0;0.13;0.13
surprise;328;7.1;5.6;0;0;0.03;0.37;0.03;0.3;0.27
anger;328;6;6;0;0;0.17;0.2;0.07;0.17;0.4
anger;329;6.9;5.7;0;0;0.03;0.47;0.07;0.3;0.13
joy;328;8.2;5.2;0;0;0;0.77;0;0.1;0.13
disgust;329;2.6;5.1;0.07;0.5;0.03;0;0.07;0.07;0.27
fear;330;4.4;5.9;0.12;0.055556;0.37;0.07;0.1;0.09;0.2
surprise;329;7.6;6.2;0;0;0;0.66;0;0.32;0.02
surprise;330;7.5;5.1;0;0;0;0.57;0;0.33;0.1
anger;330;4.8;6.5;0.29;0;0.32;0.06;0.07;0.18;0.09
joy;329;7.7;5.2;0;0;0;0.62;0;0.22;0.16
sadness;329;4.2;4.6;0.08;0.072222;0.32;0.07;0.31;0.02;0.13
disgust;330;4.1;5;0.02;0.355556;0.17;0;0.1;0.02;0.33
joy;330;7.3;5.2;0;0;0;0.72;0;0.12;0.16
sadness;330;3.9;6.2;0.09;0.122222;0.02;0.1;0.3;0.23;0.13
